0.38567,0.77157,1
0.3659,0.82085,1
0.42063,0.84731,1
0.44489,0.82304,1
0.36951,0.81244,1
0.39202,0.78031,1
0.41704,0.82181,1
0.37263,0.80544,1
0.38495,0.8218,1
0.37031,0.80427,1
0.41759,0.83896,1
0.37531,0.82056,1
0.38359,0.77349,1
0.40405,0.83156,1
0.41448,0.80373,1
0.37861,0.78031,1
0.3759,0.83255,1
0.43885,0.79998,1
0.41567,0.85628,1
0.41581,0.81542,1
0.37906,0.79693,1
0.38367,0.80012,1
0.4245,0.81607,1
0.36862,0.79754,1
0.41953,0.76794,1
0.39558,0.78877,1
0.40104,0.77227,1
0.21436,0.79707,1
0.22555,0.81093,1
0.22844,0.78601,1
0.2059,0.78597,1
0.18556,0.79828,1
0.19191,0.83637,1
0.18044,0.84348,1
0.16625,0.84762,1
0.2501,0.755,1
0.18781,0.82949,1
0.17964,0.81681,1
0.1869,0.80429,1
0.21995,0.81024,1
0.21725,0.82966,1
0.25013,0.79494,1
0.17568,0.81864,1
0.18644,0.75553,1
0.2266,0.81412,1
0.1857,0.80874,1
0.22516,0.79904,1
0.1835,0.79214,1
0.16323,0.85483,1
0.19168,0.79301,1
0.19624,0.79541,1
0.15986,0.78901,1
0.21922,0.7987,1
0.19198,0.78649,1
0.22126,0.82814,1
0.19202,0.77361,1
0.2225,0.78303,1
0.1898,0.79325,1
0.16576,0.80607,1
0.18949,0.82726,1
0.20539,0.83758,1
0.21608,0.79559,1
0.23798,0.83732,1
0.18685,0.7839,1
0.2555,0.78924,1
0.21726,0.85485,1
0.22532,0.80458,1
0.21495,0.78264,1
0.19377,0.7806,1
0.17897,0.81794,1
0.20066,0.83786,1
0.21069,0.84937,1
0.18024,0.86524,1
0.20928,0.83523,1
0.18776,0.82214,1
0.26829,0.8209,1
0.18902,0.77963,1
0.22111,0.79367,1
0.1726,0.78556,1
0.22009,0.81678,1
0.16084,0.79334,1
0.17089,0.82357,1
0.18203,0.77014,1
0.20328,0.78834,1
0.21588,0.78671,1
0.21242,0.78056,1
0.21787,0.81779,1
0.18561,0.81007,1
0.23215,0.84734,1
0.16853,0.81751,1
0.21827,0.76377,1
0.20398,0.79158,1
0.18716,0.83011,1
0.60457,0.36814,1
0.58473,0.42888,1
0.59712,0.39069,1
0.61526,0.45078,1
0.63699,0.43551,1
0.61243,0.42758,1
0.59167,0.37606,1
0.61646,0.44137,1
0.62013,0.42905,1
0.62662,0.37727,1
0.62672,0.38173,1
0.58819,0.35836,1
0.64218,0.37861,1
0.62741,0.39165,1
0.64769,0.41622,1
0.56757,0.3817,1
0.63099,0.41476,1
0.59892,0.41444,1
0.59357,0.42183,1
0.61592,0.36561,1
0.59755,0.41591,1
0.64031,0.43542,1
0.20714,0.38699,1
0.20073,0.40733,1
0.20323,0.39373,1
0.2043,0.39829,1
0.20129,0.39509,1
0.19421,0.3868,1
0.20135,0.39472,1
0.19582,0.39777,1
0.19777,0.40926,1
0.18376,0.39397,1
0.20939,0.39315,1
0.19221,0.40381,1
0.20219,0.38766,1
0.20403,0.39135,1
0.20432,0.39963,1
0.20387,0.39495,1
0.2046,0.39248,1
0.20267,0.39686,1
0.20553,0.39526,1
0.19926,0.39366,1
0.21556,0.40326,1
0.19501,0.38561,1
0.19547,0.40082,1
0.19459,0.38661,1
0.20523,0.3912,1
0.21696,0.37825,1
0.19749,0.39328,1
0.19393,0.39005,1
0.19988,0.40088,1
0.19203,0.40338,1
0.20387,0.39443,1
0.21491,0.38313,1
0.19518,0.40115,1
0.20209,0.39503,1
0.19738,0.40219,1
0.19366,0.39498,1
0.21475,0.38742,1
0.18958,0.38413,1
0.20501,0.39018,1
0.19972,0.39981,1
0.20144,0.39588,1
0.20459,0.39849,1
0.20135,0.39436,1
0.1889,0.39513,1
0.20979,0.39223,1
0.20186,0.39175,1
0.19946,0.38939,1
0.2102,0.38668,1
0.20204,0.3871,1
0.1975,0.38661,1
0.20495,0.39938,1
0.19157,0.38635,1
0.21489,0.41271,1
0.19598,0.39543,1
0.69912,0.18752,0
0.4238,0.352,0
0.44514,0.6972,0
0.67093,0.53488,0
0.90377,0.7661,0
0.78689,0.41798,0
0.67635,0.89214,0
0.81213,0.66182,0
0.17444,0.4844,0
0.4283,0.17692,0
0.56194,0.17132,0
0.75171,0.18541,0
0.4635,0.39554,0
0.33966,0.56532,0
0.69615,0.62291,0
